Date,Location,Robot,Item,Version,Robot Time On During Day,Robot Time In Motion During Day,Miles Traveled during day,Utilization,Source
2026-08-03,sierra-gold,8433,128235,,5:41,1:24,3.5,0.246334,Sierra Gold.csv
2026-08-03,sierra-gold,8472,128236,,6:02,1:44,3.7,0.287293,Sierra Gold.csv
2026-08-03,sierra-gold,8475,128237,,6:10,1:36,4.4,0.259459,Sierra Gold.csv
2026-08-03,sierra-gold,8480,128238,,5:31,1:05,2.8,0.196375,Sierra Gold.csv
2026-08-03,sierra-gold,8631,128239,,5:24,1:08,2.9,0.209877,Sierra Gold.csv
2026-08-03,sierra-gold,8632,128240,,6:01,1:09,3,0.191136,Sierra Gold.csv
2026-08-03,sierra-gold,8633,128241,,6:04,1:40,3.6,0.274725,Sierra Gold.csv
2026-08-04,sierra-gold,8432,128496,,5:40,1:09,2.8,0.202941,Sierra Gold.csv
2026-08-04,sierra-gold,8433,128463,,2:33,0:27,0.9,0.176471,Sierra Gold.csv
2026-08-04,sierra-gold,8472,128449,,7:06,1:33,2.9,0.21831,Sierra Gold.csv
2026-08-04,sierra-gold,8475,128450,,7:06,1:18,3.1,0.183099,Sierra Gold.csv
2026-08-04,sierra-gold,8480,128451,,7:05,1:18,2.9,0.183529,Sierra Gold.csv
2026-08-04,sierra-gold,8631,128454,,7:06,0:48,1.8,0.112676,Sierra Gold.csv
2026-08-04,sierra-gold,8632,128452,,7:05,1:07,2.4,0.157647,Sierra Gold.csv
2026-08-04,sierra-gold,8633,128453,,7:04,1:17,2.5,0.181604,Sierra Gold.csv
2026-08-05,sierra-gold,8432,128687,,7:56,0:36,1.4,0.07563,Sierra Gold.csv
2026-08-05,sierra-gold,8472,128671,,8:34,2:12,4.2,0.256809,Sierra Gold.csv
2026-08-05,sierra-gold,8475,128676,,8:25,1:52,4.7,0.221782,Sierra Gold.csv
2026-08-05,sierra-gold,8480,128677,,8:27,1:45,4.3,0.207101,Sierra Gold.csv
2026-08-05,sierra-gold,8631,128678,,8:33,1:47,4,0.208577,Sierra Gold.csv
2026-08-05,sierra-gold,8632,128679,,8:25,1:41,4.3,0.2,Sierra Gold.csv
2026-08-05,sierra-gold,8633,128673,,8:30,2:04,4.4,0.243137,Sierra Gold.csv
2026-08-06,sierra-gold,8431,128915,,7:10,0:01,0,0.002326,Sierra Gold.csv
2026-08-06,sierra-gold,8433,128916,,4:14,0:28,1,0.110236,Sierra Gold.csv
2026-08-06,sierra-gold,8472,128899,,7:38,1:56,4.9,0.253275,Sierra Gold.csv
2026-08-06,sierra-gold,8475,128900,,7:27,1:57,5.3,0.261745,Sierra Gold.csv
2026-08-06,sierra-gold,8480,128901,,7:35,1:38,4.1,0.215385,Sierra Gold.csv
2026-08-06,sierra-gold,8631,128902,,7:38,1:54,5,0.248908,Sierra Gold.csv
2026-08-06,sierra-gold,8632,128903,,7:37,1:45,4.5,0.229759,Sierra Gold.csv
2026-08-06,sierra-gold,8633,128904,,7:31,1:49,4.4,0.241685,Sierra Gold.csv
2026-08-07,sierra-gold,8431,129138,,6:23,0:40,1.5,0.104439,Sierra Gold.csv
2026-08-07,sierra-gold,8433,129154,,6:22,1:04,2.6,0.167539,Sierra Gold.csv
2026-08-07,sierra-gold,8472,129121,,4:11,1:18,2.3,0.310757,Sierra Gold.csv
2026-08-07,sierra-gold,8475,129122,,7:12,1:56,5.2,0.268519,Sierra Gold.csv
2026-08-07,sierra-gold,8480,129123,,7:08,1:37,4,0.226636,Sierra Gold.csv
2026-08-07,sierra-gold,8631,129126,,7:03,1:29,3.7,0.210402,Sierra Gold.csv
2026-08-07,sierra-gold,8632,129127,,7:09,1:21,3.3,0.188811,Sierra Gold.csv
2026-08-07,sierra-gold,8633,129128,,7:10,1:36,4,0.223256,Sierra Gold.csv
2026-08-10,sierra-gold,8431,129401,,8:19,0:39,1.2,0.078156,Sierra Gold.csv
2026-08-10,sierra-gold,8432,129402,,8:11,0:07,0.3,0.014257,Sierra Gold.csv
2026-08-10,sierra-gold,8433,129392,,8:29,2:27,6.1,0.288802,Sierra Gold.csv
2026-08-10,sierra-gold,8472,129393,,8:27,2:54,5.7,0.343195,Sierra Gold.csv
2026-08-10,sierra-gold,8475,129394,,8:27,2:33,7,0.301775,Sierra Gold.csv
2026-08-10,sierra-gold,8480,129395,,8:19,2:18,6.3,0.276553,Sierra Gold.csv
2026-08-10,sierra-gold,8631,129396,,8:36,2:33,6.7,0.296512,Sierra Gold.csv
2026-08-10,sierra-gold,8632,129397,,8:36,0:39,1.2,0.075581,Sierra Gold.csv
2026-08-10,sierra-gold,8633,129398,,8:31,2:20,6.3,0.273973,Sierra Gold.csv
2026-08-11,sierra-gold,8431,129577,,5:22,0:33,1.3,0.102484,Sierra Gold.csv
2026-08-11,sierra-gold,8432,129578,,5:21,0:33,1.4,0.102804,Sierra Gold.csv
2026-08-11,sierra-gold,8433,129569,,5:39,1:24,3.3,0.247788,Sierra Gold.csv
2026-08-11,sierra-gold,8472,129570,,5:38,1:48,3.6,0.319527,Sierra Gold.csv
2026-08-11,sierra-gold,8475,129571,,5:39,1:32,3.9,0.271386,Sierra Gold.csv
2026-08-11,sierra-gold,8480,129572,,5:39,1:19,3.4,0.233038,Sierra Gold.csv
2026-08-11,sierra-gold,8631,129573,,5:38,1:16,3.3,0.224852,Sierra Gold.csv
2026-08-11,sierra-gold,8632,129574,,5:38,0:26,1.2,0.076923,Sierra Gold.csv
2026-08-11,sierra-gold,8633,129585,,5:00,1:12,2.8,0.24,Sierra Gold.csv
